;Fecha;Ronda;Equipo Local;Resultado Local;Equipo Visitante;Resultado Visitante;Cancha;Condición;URL;Competición
38;1911-06-15;Fecha 6;Ferro;0;Boca;3;Ferro Carril Oeste;V;partido/ferro-0-boca-3-division-intermedia-1911/5109/1911/1020/6.html;Division Intermedia 1911
39;1911-06-18;Segunda Fase. Partido Único;Boca;0;Independiente;1;Boca Juniors;L;partido/boca-0-independiente-1-copa-bullrich-1911/5124/1911/80/2.html;Copa Bullrich 1911
40;1911-07-02;Fecha 7;Boca;0;Kimberley;1;Boca Juniors;L;partido/boca-0-kimberley-1-division-intermedia-1911/5110/1911/1020/7.html;Division Intermedia 1911
41;1911-07-16;Fecha 8;Argentino (Q);4;Boca;1;Argentino de Quilmes;V;partido/argentino-q-4-boca-1-division-intermedia-1911/5111/1911/1020/8.html;Division Intermedia 1911
42;1911-07-30;Fecha 9;Estudiantil P.;3;Boca;2;Estudiantil Porteño;V;partido/estudiantil-p-3-boca-2-division-intermedia-1911/5112/1911/1020/9.html;Division Intermedia 1911
43;1911-08-06;Fecha 10;Nacional;3;Boca;2;Nacional;V;partido/nacional-3-boca-2-division-intermedia-1911/5113/1911/1020/10.html;Division Intermedia 1911
44;1911-08-20;Fecha 11;Boca;3;Ferro;0;Boca Juniors;L;partido/boca-3-ferro-0-division-intermedia-1911/5114/1911/1020/11.html;Division Intermedia 1911
45;1911-08-27;Fecha 12;Kimberley;3;Boca;2;Kimberley;V;partido/kimberley-3-boca-2-division-intermedia-1911/5115/1911/1020/12.html;Division Intermedia 1911
46;1911-09-03;Fecha 13;Boca;1;Banfield;0;Boca Juniors;L;partido/boca-1-banfield-0-division-intermedia-1911/5116/1911/1020/13.html;Division Intermedia 1911
47;1911-09-24;Fecha 14;Boca;0;Estudiantes (LP);0;Boca Juniors;L;partido/boca-0-estudiantes-lp-0-division-intermedia-1911/5117/1911/1020/14.html;Division Intermedia 1911
48;1911-10-08;Fecha 15;Banfield;0;Boca;3;Boca Juniors;V;partido/banfield-0-boca-3-division-intermedia-1911/5118/1911/1020/15.html;Division Intermedia 1911
49;1911-10-15;Fecha 16;Boca;0;Argentino (Q);0;Boca Juniors;L;partido/boca-0-argentino-q-0-division-intermedia-1911/5119/1911/1020/16.html;Division Intermedia 1911
50;1911-11-05;Fecha 17;Boca;2;Estudiantil P.;3;Boca Juniors;L;partido/boca-2-estudiantil-p-3-division-intermedia-1911/5120/1911/1020/17.html;Division Intermedia 1911
51;1911-12-17;Fecha 18;Comercio;1;Boca;6;Comercio;V;partido/comercio-1-boca-6-division-intermedia-1911/5121/1911/1020/18.html;Division Intermedia 1911
52;1912-04-14;Fecha 1;Comercio;0;Boca;4;Comercio;V;partido/comercio-0-boca-4-division-intermedia-1912/5125/1912/1021/1.html;Division Intermedia 1912
53;1912-04-21;Fecha 2;Kimberley;1;Boca;3;Kimberley;V;partido/kimberley-1-boca-3-division-intermedia-1912/5489/1912/1021/2.html;Division Intermedia 1912
54;1912-05-05;Primera Fase. Partido único;Boca;0;Estudiantil P.;1;Boca Juniors;L;partido/boca-0-estudiantil-p-1-copa-bullrich-1912/5137/1912/81/1.html;Copa Bullrich 1912
55;1912-05-12;Fecha 3;Olivos;0;Boca;1;Olivos;V;partido/olivos-0-boca-1-division-intermedia-1912/5126/1912/1021/3.html;Division Intermedia 1912
56;1912-05-16;Fecha 4;Boca;2;Argentino (Q);0;Boca Juniors;L;partido/boca-2-argentino-q-0-division-intermedia-1912/5490/1912/1021/4.html;Division Intermedia 1912
57;1912-05-19;Fecha 5;Estudiantil P.;0;Boca;0;Estudiantil Porteño;V;partido/estudiantil-p-0-boca-0-division-intermedia-1912/5127/1912/1021/5.html;Division Intermedia 1912
58;1912-06-02;Fecha 6;Independiente;0;Boca;0;Independiente;V;partido/independiente-0-boca-0-division-intermedia-1912/5491/1912/1021/6.html;Division Intermedia 1912
59;1912-07-14;Fecha 7;Boca;1;Platense;3;Boca Juniors;L;partido/boca-1-platense-3-division-intermedia-1912/5128/1912/1021/7.html;Division Intermedia 1912
60;1912-07-21;Fecha 8;Riachuelo;0;Boca;2;Riachuelo;V;partido/riachuelo-0-boca-2-division-intermedia-1912/5129/1912/1021/8.html;Division Intermedia 1912
61;1912-07-28;Fecha 9;Boca;2;Estudiantil P.;1;Boca Juniors;L;partido/boca-2-estudiantil-p-1-division-intermedia-1912/5130/1912/1021/9.html;Division Intermedia 1912
62;1912-08-18;Fecha 10;Boca;0;Ferro;1;Boca Juniors;L;partido/boca-0-ferro-1-division-intermedia-1912/5131/1912/1021/10.html;Division Intermedia 1912
63;1912-08-25;Fecha 11;Boca;8;Olivos;1;Boca Juniors;L;partido/boca-8-olivos-1-division-intermedia-1912/5132/1912/1021/11.html;Division Intermedia 1912
64;1912-09-01;Fecha 12;Boca;2;Comercio;0;Boca Juniors;L;partido/boca-2-comercio-0-division-intermedia-1912/5133/1912/1021/12.html;Division Intermedia 1912
65;1912-09-08;Fecha 13;Boca;3;Riachuelo;1;Boca Juniors;L;partido/boca-3-riachuelo-1-division-intermedia-1912/5134/1912/1021/13.html;Division Intermedia 1912
66;1912-09-22;Fecha 14;Platense;0;Boca;0;Platense;V;partido/platense-0-boca-0-division-intermedia-1912/5135/1912/1021/14.html;Division Intermedia 1912
67;1912-11-10;Fecha 15;Ferro;2;Boca;0;Ferro Carril Oeste;V;partido/ferro-2-boca-0-division-intermedia-1912/5136/1912/1021/15.html;Division Intermedia 1912
68;1913-04-13;Fecha 1;Estudiantil P.;2;Boca;4;Estudiantil Porteño;V;partido/estudiantil-p-2-boca-4-campeonato-1913/3175/1913/1000/1.html;Campeonato 1913
69;1913-04-20;Fecha 2;Estudiantes (BA);1;Boca;4;Estudiantes (Buenos Aires);V;partido/estudiantes-ba-1-boca-4-campeonato-1913/3176/1913/1000/2.html;Campeonato 1913
70;1913-04-27;Fecha 3;Riachuelo;0;Boca;3;Riachuelo;V;partido/riachuelo-0-boca-3-campeonato-1913/3177/1913/1000/3.html;Campeonato 1913
71;1913-05-01;Fecha 4;San Isidro;1;Boca;0;San Isidro;V;partido/san-isidro-1-boca-0-campeonato-1913/3178/1913/1000/4.html;Campeonato 1913
72;1913-05-11;Fecha 5;Boca;1;Banfield;1;Estudiantes (Buenos Aires);L;partido/boca-1-banfield-1-campeonato-1913/3179/1913/1000/5.html;Campeonato 1913
73;1913-05-25;Fecha 7;Boca;3;Belgrano Ath;2;Estudiantes (Buenos Aires);L;partido/boca-3-belgrano-ath-2-campeonato-1913/3180/1913/1000/6.html;Campeonato 1913
74;1913-06-08;Primera Fase. Partido Único;Boca;2;Argentino (Rosario);1;Estudiantes (Buenos Aires);L;partido/boca-2-argentino-rosario-1-copa-competencia-1913/4986/1913/77/1.html;Copa Competencia 1913
75;1913-06-22;Fecha 8;Comercio;0;Boca;2;Comercio;V;partido/comercio-0-boca-2-campeonato-1913/3181/1913/1000/7.html;Campeonato 1913
76;1913-06-29;Primera Fase. Partido Único;Argentino (Rosario);3;Boca;4;Argentino (Rosario);V;partido/argentino-rosario-3-boca-4-copa-de-honor-1913/4989/1913/66/1.html;Copa De Honor 1913
77;1913-07-06;Fecha 9;Boca;6;Ferrocarril Sud;0;River Plate;L;partido/boca-6-ferrocarril-sud-0-campeonato-1913/3182/1913/1000/8.html;Campeonato 1913
78;1913-07-20;Fecha 10;Quilmes;2;Boca;1;Quilmes;V;partido/quilmes-2-boca-1-campeonato-1913/3183/1913/1000/9.html;Campeonato 1913
79;1913-07-27;Segunda Fase. Partido Único;San Isidro;2;Boca;1;San Isidro;V;partido/san-isidro-2-boca-1-copa-competencia-1913/4987/1913/77/2.html;Copa Competencia 1913
80;1913-08-24;Fecha 11;Boca;1;River;2;Racing Club;L;partido/boca-1-river-2-campeonato-1913/3184/1913/1000/10.html;Campeonato 1913
81;1913-08-30;Fecha 12;Ferro;2;Boca;2;Ferro Carril Oeste;V;partido/ferro-2-boca-2-campeonato-1913/3185/1913/1000/11.html;Campeonato 1913
82;1913-08-31;Fecha 13;Platense;3;Boca;1;Platense;V;partido/platense-3-boca-1-campeonato-1913/3186/1913/1000/12.html;Campeonato 1913
83;1913-09-07;Fecha 14;Boca;1;Racing;0;Estudiantes (Buenos Aires);L;partido/boca-1-racing-0-campeonato-1913/3187/1913/1000/13.html;Campeonato 1913
84;1913-09-28;Octavos de Final. Partido Único;Boca;4;Newell´s;0;Ferro Carril Oeste;L;partido/boca-4-newell_s-0-copa-de-honor-1913/4990/1913/66/2.html;Copa De Honor 1913
85;1913-10-12;Fecha 15;Boca;4;Estudiantil P.;2;Estudiantes (Buenos Aires);L;partido/boca-4-estudiantil-p-2-campeonato-1913/3188/1913/1000/14.html;Campeonato 1913
86;1913-10-26;Fecha 17;Boca;2;Comercio;1;Riachuelo;L;partido/boca-2-comercio-1-campeonato-1913/3189/1913/1000/15.html;Campeonato 1913
87;1913-11-01;Cuartos de Final. Partido Único;Boca;4;Estudiantes (BA);5;San Isidro;N;partido/boca-4-estudiantes-ba-5-copa-de-honor-1913/4991/1913/66/3.html;Copa De Honor 1913
88;1913-11-09;Fecha 18;Boca;0;San Isidro;0;Riachuelo;L;partido/boca-0-san-isidro-0-campeonato-1913/3190/1913/1000/16.html;Campeonato 1913
89;1914-04-05;Fecha 1;Ferrocarril Sud;1;Boca;4;Ferro Carril Sud;V;partido/ferrocarril-sud-1-boca-4-campeonato-1914/5214/1914/1001/1.html;Campeonato 1914
90;1914-04-12;Fecha 2;San Isidro;1;Boca;1;San Isidro;V;partido/san-isidro-1-boca-1-campeonato-1914/3191/1914/1001/2.html;Campeonato 1914
91;1914-05-10;Primera Fase. Partido Único;Banfield;1;Boca;2;Banfield;V;partido/banfield-1-boca-2-copa-competencia-1914/4992/1914/77/1.html;Copa Competencia 1914
92;1914-05-17;Fecha 3;Ferro;1;Boca;3;Ferro Carril Oeste;V;partido/ferro-1-boca-3-campeonato-1914/3192/1914/1001/3.html;Campeonato 1914
93;1914-05-21;Fecha 4;Huracán;0;Boca;0;Ferro Carril Oeste;V;partido/huracan-0-boca-0-campeonato-1914/5223/1914/1001/4.html;Campeonato 1914
94;1914-05-24;Fecha 5;Platense;0;Boca;0;Platense;V;partido/platense-0-boca-0-campeonato-1914/3193/1914/1001/5.html;Campeonato 1914
95;1914-06-07;Fecha 6;Boca;7;Quilmes;0;Boca Juniors;L;partido/boca-7-quilmes-0-campeonato-1914/3194/1914/1001/6.html;Campeonato 1914
96;1914-07-19;Fecha 7;Boca;3;Estudiantil P.;0;Boca Juniors;L;partido/boca-3-estudiantil-p-0-campeonato-1914/3195/1914/1001/7.html;Campeonato 1914
97;1914-07-26;Octavos de Final. Partido Único;Boca;0;Racing;4;Boca Juniors;L;partido/boca-0-racing-4-copa-competencia-1914/4993/1914/77/2.html;Copa Competencia 1914
98;1914-08-02;Fecha 8;Boca;1;Estudiantes (BA);1;Boca Juniors;L;partido/boca-1-estudiantes-ba-1-campeonato-1914/3196/1914/1001/8.html;Campeonato 1914
99;1914-08-09;Fecha 4;Huracán;1;Boca;2;Huracán;V;partido/huracan-1-boca-2-campeonato-1914/3197/1914/1001/9.html;Campeonato 1914
100;1914-08-16;Fecha 9;Boca;0;Racing;5;Boca Juniors;L;partido/boca-0-racing-5-campeonato-1914/3198/1914/1001/10.html;Campeonato 1914
101;1914-09-13;Fecha 10;Belgrano Ath;1;Boca;1;Belgrano Athletic;V;partido/belgrano-ath-1-boca-1-campeonato-1914/3199/1914/1001/11.html;Campeonato 1914
102;1914-10-04;Fecha 11;Boca;0;Banfield;1;Boca Juniors;L;partido/boca-0-banfield-1-campeonato-1914/3200/1914/1001/12.html;Campeonato 1914
103;1914-10-18;Fecha 12;Boca;1;Comercio;0;Boca Juniors;L;partido/boca-1-comercio-0-campeonato-1914/3201/1914/1001/13.html;Campeonato 1914
104;1914-10-25;Fecha 13;River;0;Boca;0;Ferro Carril Oeste;V;partido/river-0-boca-0-campeonato-1914/3202/1914/1001/14.html;Campeonato 1914
105;1915-04-11;Fecha 1;Independiente;1;Boca;1;Independiente;V;partido/independiente-1-boca-1-campeonato-1915/3218/1915/1023/1.html;Campeonato 1915
106;1915-04-18;Fecha 2;Boca;1;Def. de Belgrano;3;Boca Juniors;L;partido/boca-1-def-de-belgrano-3-campeonato-1915/3219/1915/1023/2.html;Campeonato 1915
107;1915-04-25;Fecha 3;Platense;2;Boca;1;Platense;V;partido/platense-2-boca-1-campeonato-1915/3220/1915/1023/3.html;Campeonato 1915
108;1915-05-02;Primera Fase. Partido Único;Boca;1;River;1;Boca Juniors;L;partido/boca-1-river-1-copa-competencia-1915/4994/1915/77/1.html;Copa Competencia 1915
109;1915-05-09;Primera Fase. Partido Desempate;River;4;Boca;2;Gimnasia y Esgrima (Buenos Aires);V;partido/river-4-boca-2-copa-competencia-1915/4995/1915/77/2.html;Copa Competencia 1915
110;1915-05-13;Fecha 4;Boca;1;GEBA;1;Gimnasia y Esgrima (Buenos Aires);L;partido/boca-1-geba-1-campeonato-1915/3221/1915/1023/4.html;Campeonato 1915
111;1915-05-16;Fecha 5;Belgrano Ath;3;Boca;1;Belgrano Athletic;V;partido/belgrano-ath-3-boca-1-campeonato-1915/3222/1915/1023/5.html;Campeonato 1915
112;1915-05-23;Fecha 6;Boca;0;Racing;6;Sportivo Barracas;L;partido/boca-0-racing-6-campeonato-1915/3223/1915/1023/6.html;Campeonato 1915
113;1915-05-30;Primera Fase. Partido Único;Estudiantes (BA);1;Boca;2;Estudiantes (Buenos Aires);V;partido/estudiantes-ba-1-boca-2-copa-de-honor-1915/4996/1915/67/1.html;Copa De Honor 1915
114;1915-06-06;Fecha 7;Estudiantes (LP);3;Boca;0;Estudiantes (La Plata);V;partido/estudiantes-lp-3-boca-0-campeonato-1915/3224/1915/1023/7.html;Campeonato 1915
115;1915-06-13;Segunda Fase. Partido Único;Boca;2;Tigre;0;Lanús;L;partido/boca-2-tigre-0-copa-de-honor-1915/4997/1915/67/2.html;Copa De Honor 1915
116;1915-06-20;Fecha 8;Boca;0;River;2;Boca Juniors;L;partido/boca-0-river-2-campeonato-1915/3225/1915/1023/8.html;Campeonato 1915
117;1915-06-27;Fecha 9;Boca;3;Hispano Argentino;1;Boca Juniors;L;partido/boca-3-hispano-argentino-1-campeonato-1915/3226/1915/1023/9.html;Campeonato 1915
118;1915-06-29;Fecha 10;Boca;0;Huracán;1;Boca Juniors;L;partido/boca-0-huracan-1-campeonato-1915/3227/1915/1023/10.html;Campeonato 1915
119;1915-07-04;Fecha 11;Kimberley;0;Boca;1;Kimberley;V;partido/kimberley-0-boca-1-campeonato-1915/3228/1915/1023/11.html;Campeonato 1915
120;1915-07-11;Octavos de Final. Partido Único;Kimberley;0;Boca;1;Kimberley;V;partido/kimberley-0-boca-1-copa-de-honor-1915/4998/1915/67/3.html;Copa De Honor 1915
121;1915-07-18;Fecha 12;Boca;3;Atlanta;0;Gimnasia y Esgrima (Buenos Aires);L;partido/boca-3-atlanta-0-campeonato-1915/3229/1915/1023/12.html;Campeonato 1915
122;1915-07-25;Fecha 13;Boca;1;Quilmes;1;Sportivo Barracas;L;partido/boca-1-quilmes-1-campeonato-1915/3230/1915/1023/13.html;Campeonato 1915
123;1915-08-01;Fecha 14;Boca;0;Porteño;0;Boca Juniors;L;partido/boca-0-porteno-0-campeonato-1915/3231/1915/1023/14.html;Campeonato 1915
124;1915-08-08;Fecha 15;Estudiantil P.;2;Boca;3;Gimnasia y Esgrima (Buenos Aires);V;partido/estudiantil-p-2-boca-3-campeonato-1915/3232/1915/1023/15.html;Campeonato 1915
125;1915-08-22;Cuartos de Final. Partido Único;Boca;2;Huracán;0;Racing Club;L;partido/boca-2-huracan-0-copa-de-honor-1915/4999/1915/67/4.html;Copa De Honor 1915
126;1915-08-29;Fecha 16;Boca;2;Ferro;2;Boca Juniors;L;partido/boca-2-ferro-2-campeonato-1915/3233/1915/1023/16.html;Campeonato 1915
127;1915-09-05;Fecha 17;Banfield;0;Boca;3;Banfield;V;partido/banfield-0-boca-3-campeonato-1915/3234/1915/1023/17.html;Campeonato 1915
128;1915-09-19;Semifinales. Partido Único;Boca;1;Tiro Federal (Ros.);1;Racing Club;L;partido/boca-1-tiro-federal-ros-1-copa-de-honor-1915/5000/1915/67/5.html;Copa De Honor 1915
129;1915-09-26;Semifinales. Partido Desempate;Tiro Federal (Ros.);4;Boca;0;Gimnasia y Esgrima (Rosario);V;partido/tiro-federal-ros-4-boca-0-copa-de-honor-1915/5001/1915/67/6.html;Copa De Honor 1915
130;1915-10-10;Fecha 18;San Isidro;7;Boca;0;San Isidro;V;partido/san-isidro-7-boca-0-campeonato-1915/3235/1915/1023/18.html;Campeonato 1915
131;1915-10-17;Fecha 19;Floresta;0;Boca;3;Floresta;V;partido/floresta-0-boca-3-campeonato-1915/3236/1915/1023/19.html;Campeonato 1915
132;1915-10-24;Fecha 20;Tigre;2;Boca;1;Tigre;V;partido/tigre-2-boca-1-campeonato-1915/3237/1915/1023/20.html;Campeonato 1915
133;1915-10-31;Fecha 21;Estudiantes (BA);1;Boca;0;Estudiantes (Buenos Aires);V;partido/estudiantes-ba-1-boca-0-campeonato-1915/3238/1915/1023/21.html;Campeonato 1915
134;1915-11-01;Fecha 22;Boca;0;Argentino (Q);0;Boca Juniors;L;partido/boca-0-argentino-q-0-campeonato-1915/3239/1915/1023/22.html;Campeonato 1915
135;1915-11-07;Fecha 23;Boca;5;San Lorenzo;0;Boca Juniors;L;partido/boca-5-san-lorenzo-0-campeonato-1915/3240/1915/1023/23.html;Campeonato 1915
136;1915-11-11;Fecha 24;Comercio;0;Boca;2;Comercio;V;partido/comercio-0-boca-2-campeonato-1915/3241/1915/1023/24.html;Campeonato 1915
137;1916-04-09;Fecha 1;Belgrano Ath;3;Boca;1;Belgrano Athletic;V;partido/belgrano-ath-3-boca-1-campeonato-1916/3242/1916/1003/1.html;Campeonato 1916
138;1916-04-21;Fecha 2;Platense;3;Boca;0;Platense;V;partido/platense-3-boca-0-campeonato-1916/3243/1916/1003/2.html;Campeonato 1916
139;1916-04-23;Fecha 3;Quilmes;2;Boca;2;Quilmes;V;partido/quilmes-2-boca-2-campeonato-1916/3244/1916/1003/3.html;Campeonato 1916
140;1916-04-30;Fecha 4;Gimnasia (LP);3;Boca;1;Gimnasia y Esgrima (La Plata);V;partido/gimnasia-lp-3-boca-1-campeonato-1916/3245/1916/1003/4.html;Campeonato 1916
141;1916-05-07;Primera Fase. Partido Único;Quilmes;1;Boca;0;Quilmes;V;partido/quilmes-1-boca-0-copa-competencia-1916/5002/1916/75/1.html;Copa Competencia 1916
142;1916-05-14;Fecha 5;GEBA;1;Boca;3;Gimnasia y Esgrima (Buenos Aires);V;partido/geba-1-boca-3-campeonato-1916/3246/1916/1003/5.html;Campeonato 1916
143;1916-05-21;Primera Fase. Partido Único;Columbian;1;Boca;2;Ferro Carril Oeste;V;partido/columbian-1-boca-2-copa-de-honor-1916/5003/1916/68/1.html;Copa De Honor 1916
144;1916-05-28;Fecha 6;Racing;3;Boca;0;Racing Club;V;partido/racing-3-boca-0-campeonato-1916/3247/1916/1003/6.html;Campeonato 1916
145;1916-06-01;Fecha 7;Tigre;3;Boca;1;Tigre;V;partido/tigre-3-boca-1-campeonato-1916/3248/1916/1003/7.html;Campeonato 1916
146;1916-06-11;Fecha 8;Boca;0;Atlanta;0;Boca Juniors;L;partido/boca-0-atlanta-0-campeonato-1916/3249/1916/1003/8.html;Campeonato 1916
147;1916-07-23;Octavos de Final. Partido Único;Boca;1;Platense;1;Boca Juniors;L;partido/boca-1-platense-1-copa-de-honor-1916/5004/1916/68/2.html;Copa De Honor 1916
148;1916-07-30;Fecha 9;Boca;1;Argentino (Q);2;Boca Juniors;L;partido/boca-1-argentino-q-2-campeonato-1916/3250/1916/1003/9.html;Campeonato 1916
149;1916-08-06;Octavos de Final. Partido Desempate;Platense;1;Boca;1;Platense;V;partido/platense-1-boca-1-copa-de-honor-1916/5005/1916/68/3.html;Copa De Honor 1916
150;1916-08-20;Octavos de Final. Segundo Desempate;Boca;1;Platense;0;Estudiantes (Buenos Aires);N;partido/boca-1-platense-0-copa-de-honor-1916/5006/1916/68/4.html;Copa De Honor 1916
151;1916-08-27;Fecha 10;Boca;1;Porteño;0;Boca Juniors;L;partido/boca-1-porteno-0-campeonato-1916/3251/1916/1003/10.html;Campeonato 1916
152;1916-08-30;Fecha 11;Boca;1;Ferro;1;Boca Juniors;L;partido/boca-1-ferro-1-campeonato-1916/3252/1916/1003/11.html;Campeonato 1916
153;1916-09-03;Cuartos de Final. Partido Único;Independiente;1;Boca;0;Independiente;V;partido/independiente-1-boca-0-copa-de-honor-1916/5007/1916/68/5.html;Copa De Honor 1916
